Region,Tower_ID,Date,Call_Drops,Signal_Strength,Congestion_Level,Handoff_Failure,Notes
Mumbai,T660,2025-06-22,35,-96 dBm,Low,11%,Backhaul congestion
Hyderabad,T242,2025-08-17,26,-76 dBm,Medium,2%,Peak hour traffic
Hyderabad,T590,2025-12-07,140,-72 dBm,High,9%,Backhaul congestion
Kolkata,T238,2025-01-16,46,-70 dBm,Low,16%,Normal operation
Kolkata,T106,2025-07-24,31,-97 dBm,Low,1%,Normal operation
Chennai,T243,2025-04-15,109,-90 dBm,Low,3%,Backhaul congestion
Hyderabad,T837,2025-11-03,131,-93 dBm,Low,14%,Normal operation
Bangalore,T322,2025-09-07,102,-107 dBm,Low,17%,Normal operation
Kolkata,T312,2025-08-02,119,-78 dBm,Low,20%,Normal operation
Chennai,T822,2025-01-15,32,-109 dBm,High,14%,Fiber issue detected
Chennai,T252,2025-01-22,31,-73 dBm,High,1%,Maintenance activity
Hyderabad,T790,2025-01-28,95,-99 dBm,High,5%,Peak hour traffic
Delhi,T792,2025-11-09,49,-102 dBm,High,17%,Normal operation
Bangalore,T938,2025-07-05,82,-76 dBm,Medium,7%,Power fluctuation
Bangalore,T726,2025-02-17,90,-79 dBm,Medium,13%,Fiber issue detected
Chennai,T400,2025-10-05,19,-107 dBm,Medium,3%,Poor weather
Delhi,T920,2025-01-31,72,-76 dBm,Low,4%,Fiber issue detected
Kolkata,T490,2025-08-28,15,-85 dBm,Medium,8%,Normal operation
Chennai,T390,2025-07-26,103,-90 dBm,High,10%,Normal operation
Chennai,T599,2025-08-12,12,-108 dBm,Low,12%,Fiber issue detected
Mumbai,T870,2025-07-22,12,-101 dBm,Medium,7%,Fiber issue detected
Hyderabad,T284,2025-09-15,148,-84 dBm,Low,19%,Poor weather
Delhi,T345,2025-09-23,89,-104 dBm,Medium,6%,Fiber issue detected
Bangalore,T299,2025-02-15,68,-72 dBm,High,4%,Backhaul congestion
Kolkata,T351,2025-10-29,115,-106 dBm,High,7%,Heavy user load
Delhi,T823,2025-03-09,86,-78 dBm,Low,4%,Maintenance activity
Bangalore,T581,2025-01-30,61,-70 dBm,High,5%,Heavy user load
Chennai,T179,2026-01-01,26,-108 dBm,Low,6%,Power fluctuation
Bangalore,T371,2025-05-28,143,-93 dBm,High,9%,Fiber issue detected
Chennai,T141,2025-10-20,132,-77 dBm,High,11%,Peak hour traffic
Delhi,T414,2025-09-24,148,-107 dBm,Medium,12%,Maintenance activity
Kolkata,T124,2025-09-18,68,-87 dBm,High,15%,Maintenance activity
Delhi,T843,2025-04-04,49,-97 dBm,High,18%,Peak hour traffic
Chennai,T398,2025-09-15,29,-96 dBm,High,4%,Heavy user load
Delhi,T578,2025-08-22,36,-97 dBm,Low,11%,Fiber issue detected
Hyderabad,T649,2025-10-30,73,-92 dBm,Low,19%,Normal operation
Bangalore,T814,2025-11-14,91,-89 dBm,Medium,1%,Fiber issue detected
Mumbai,T728,2025-03-08,81,-83 dBm,Low,3%,Fiber issue detected
Chennai,T776,2025-01-14,107,-89 dBm,Medium,14%,Fiber issue detected
Kolkata,T139,2025-12-13,116,-98 dBm,Low,4%,Fiber issue detected
Mumbai,T396,2025-12-25,43,-101 dBm,High,10%,Maintenance activity
Delhi,T841,2025-01-30,69,-82 dBm,High,11%,Peak hour traffic
Bangalore,T332,2025-10-21,77,-99 dBm,Low,3%,Backhaul congestion
Chennai,T984,2025-05-31,135,-103 dBm,Low,7%,Fiber issue detected
Hyderabad,T723,2025-09-06,6,-98 dBm,Medium,1%,Maintenance activity
Delhi,T718,2025-11-28,108,-70 dBm,High,15%,Power fluctuation
Delhi,T346,2025-10-10,133,-91 dBm,Medium,14%,Fiber issue detected
Mumbai,T335,2025-09-23,98,-105 dBm,Low,13%,Poor weather
Chennai,T275,2025-10-20,60,-77 dBm,High,19%,Poor weather
Delhi,T868,2025-05-21,59,-90 dBm,Medium,17%,Fiber issue detected
Mumbai,T562,2025-06-21,40,-91 dBm,Medium,13%,Backhaul congestion
Kolkata,T927,2025-03-07,16,-109 dBm,Medium,17%,Poor weather
Delhi,T286,2025-05-14,127,-75 dBm,Low,8%,Heavy user load
Delhi,T399,2025-07-08,140,-92 dBm,Low,1%,Maintenance activity
Delhi,T778,2025-01-04,76,-73 dBm,Low,8%,Poor weather
Delhi,T226,2025-12-08,33,-108 dBm,Medium,20%,Normal operation
Delhi,T405,2025-06-24,10,-70 dBm,High,9%,Peak hour traffic
Mumbai,T836,2025-05-23,80,-91 dBm,High,6%,Power fluctuation
Delhi,T753,2025-11-22,138,-86 dBm,Medium,20%,Maintenance activity
Kolkata,T199,2025-03-29,136,-80 dBm,Low,5%,Poor weather
Mumbai,T732,2025-09-23,113,-93 dBm,High,10%,Fiber issue detected
Bangalore,T541,2025-05-19,102,-73 dBm,High,2%,Maintenance activity
Bangalore,T627,2025-05-01,142,-98 dBm,Low,16%,Backhaul congestion
Hyderabad,T556,2025-09-10,149,-72 dBm,Low,1%,Fiber issue detected
Bangalore,T637,2025-04-14,62,-89 dBm,Low,13%,Poor weather
Mumbai,T366,2025-09-04,87,-93 dBm,High,11%,Backhaul congestion
Bangalore,T742,2025-12-28,127,-72 dBm,High,6%,Peak hour traffic
Hyderabad,T535,2025-01-24,133,-95 dBm,Low,17%,Backhaul congestion
Hyderabad,T529,2025-07-18,117,-81 dBm,Low,4%,Power fluctuation
Mumbai,T188,2025-01-31,28,-87 dBm,Medium,17%,Backhaul congestion
Kolkata,T508,2025-02-16,53,-71 dBm,Low,5%,Poor weather
Delhi,T160,2025-12-04,67,-83 dBm,Medium,20%,Heavy user load
Chennai,T168,2025-08-31,88,-107 dBm,High,8%,Peak hour traffic
Bangalore,T166,2025-05-23,19,-102 dBm,High,5%,Heavy user load
Mumbai,T961,2025-03-30,61,-70 dBm,Low,9%,Poor weather
Hyderabad,T434,2025-05-13,124,-81 dBm,High,4%,Poor weather
Chennai,T595,2025-05-23,142,-100 dBm,High,11%,Maintenance activity
Bangalore,T645,2025-01-12,142,-102 dBm,Low,12%,Power fluctuation
Kolkata,T343,2025-12-29,145,-105 dBm,High,7%,Poor weather
Hyderabad,T578,2025-10-03,53,-78 dBm,Low,13%,Maintenance activity
Bangalore,T814,2025-10-06,95,-77 dBm,Low,3%,Fiber issue detected
Mumbai,T917,2025-06-15,91,-94 dBm,High,20%,Power fluctuation
Kolkata,T405,2025-09-18,83,-89 dBm,Medium,2%,Maintenance activity
Kolkata,T796,2025-05-07,38,-98 dBm,Low,19%,Power fluctuation
Kolkata,T704,2025-01-22,10,-76 dBm,Medium,5%,Fiber issue detected
Chennai,T337,2025-09-18,62,-87 dBm,Medium,10%,Peak hour traffic
Hyderabad,T344,2025-11-11,32,-79 dBm,Medium,1%,Backhaul congestion
Chennai,T608,2025-07-18,145,-99 dBm,Low,3%,Power fluctuation
Mumbai,T731,2025-11-22,146,-107 dBm,High,10%,Poor weather
Bangalore,T813,2025-07-12,28,-94 dBm,High,3%,Power fluctuation
Bangalore,T722,2025-09-14,67,-100 dBm,Medium,6%,Normal operation
Hyderabad,T506,2025-07-21,68,-105 dBm,Low,4%,Heavy user load
Hyderabad,T473,2025-03-26,66,-88 dBm,Medium,6%,Poor weather
Chennai,T396,2025-06-30,11,-92 dBm,High,2%,Peak hour traffic
Kolkata,T372,2025-02-28,51,-108 dBm,Low,10%,Maintenance activity
Hyderabad,T755,2025-08-06,137,-91 dBm,Medium,18%,Fiber issue detected
Delhi,T938,2025-06-09,35,-74 dBm,Medium,15%,Maintenance activity
Delhi,T782,2025-06-29,90,-96 dBm,High,15%,Power fluctuation
Hyderabad,T212,2025-04-13,24,-72 dBm,Low,8%,Power fluctuation
Mumbai,T788,2025-10-19,144,-82 dBm,High,11%,Peak hour traffic
Delhi,T753,2025-12-19,89,-75 dBm,Low,13%,Fiber issue detected
Mumbai,T294,2025-02-07,120,-99 dBm,High,5%,Heavy user load
Delhi,T951,2025-11-30,48,-103 dBm,Medium,3%,Power fluctuation
Kolkata,T182,2025-03-25,74,-73 dBm,Medium,6%,Heavy user load
Delhi,T383,2025-08-29,141,-103 dBm,Medium,3%,Backhaul congestion
Bangalore,T318,2025-04-27,12,-91 dBm,Low,1%,Fiber issue detected
Kolkata,T790,2025-06-13,21,-83 dBm,Low,11%,Maintenance activity
Bangalore,T625,2025-04-28,28,-90 dBm,High,4%,Backhaul congestion
Mumbai,T915,2025-10-15,41,-75 dBm,High,12%,Peak hour traffic
Delhi,T453,2025-07-26,50,-81 dBm,Low,4%,Power fluctuation
Hyderabad,T416,2025-08-28,32,-90 dBm,High,2%,Backhaul congestion
Mumbai,T891,2025-02-18,85,-81 dBm,High,14%,Maintenance activity
Chennai,T854,2025-08-13,52,-110 dBm,Low,13%,Maintenance activity
Mumbai,T377,2025-01-10,43,-107 dBm,Medium,20%,Normal operation
Mumbai,T888,2025-10-19,84,-80 dBm,Low,9%,Backhaul congestion
Delhi,T193,2025-08-10,78,-93 dBm,Medium,16%,Peak hour traffic
Hyderabad,T459,2025-06-20,13,-75 dBm,Low,6%,Peak hour traffic
Delhi,T699,2025-01-28,125,-81 dBm,High,1%,Peak hour traffic
Mumbai,T749,2025-07-17,134,-81 dBm,Medium,20%,Backhaul congestion
Bangalore,T576,2025-05-18,41,-75 dBm,Low,4%,Normal operation
Bangalore,T591,2025-10-18,65,-72 dBm,High,17%,Maintenance activity
Kolkata,T261,2025-12-06,121,-97 dBm,Low,20%,Backhaul congestion
Delhi,T900,2025-10-24,44,-81 dBm,Medium,18%,Peak hour traffic
Bangalore,T374,2025-10-04,126,-106 dBm,Medium,14%,Poor weather
Mumbai,T690,2025-06-22,5,-100 dBm,Medium,18%,Power fluctuation
Mumbai,T953,2025-09-28,14,-73 dBm,Medium,17%,Heavy user load
Delhi,T577,2025-10-07,34,-99 dBm,Medium,14%,Maintenance activity
Kolkata,T655,2025-06-16,49,-88 dBm,High,17%,Backhaul congestion
Hyderabad,T295,2025-04-07,125,-81 dBm,High,1%,Power fluctuation
Chennai,T583,2025-11-28,48,-79 dBm,High,4%,Poor weather
Chennai,T786,2025-01-15,140,-110 dBm,Medium,4%,Power fluctuation
Mumbai,T313,2025-12-03,113,-70 dBm,Low,6%,Peak hour traffic
Chennai,T384,2025-08-19,103,-89 dBm,Medium,19%,Poor weather
Mumbai,T471,2025-02-23,92,-73 dBm,Medium,4%,Maintenance activity
Kolkata,T162,2025-03-16,56,-85 dBm,Medium,18%,Backhaul congestion
Chennai,T727,2025-07-09,69,-70 dBm,Medium,11%,Backhaul congestion
Bangalore,T475,2025-09-02,80,-98 dBm,Medium,9%,Normal operation
Mumbai,T697,2025-11-03,90,-89 dBm,High,12%,Peak hour traffic
Chennai,T182,2025-02-28,33,-80 dBm,Medium,11%,Fiber issue detected
Mumbai,T838,2025-06-22,49,-75 dBm,Medium,6%,Peak hour traffic
Chennai,T982,2025-10-28,107,-78 dBm,Medium,18%,Poor weather
Chennai,T628,2025-05-10,121,-109 dBm,Medium,9%,Maintenance activity
Hyderabad,T764,2025-10-28,90,-89 dBm,Low,16%,Heavy user load
Bangalore,T113,2025-01-17,128,-93 dBm,High,4%,Poor weather
Hyderabad,T924,2025-03-30,12,-100 dBm,High,20%,Poor weather
Bangalore,T595,2025-09-09,127,-109 dBm,Medium,5%,Power fluctuation
Bangalore,T162,2025-09-20,139,-98 dBm,Low,10%,Heavy user load
Hyderabad,T855,2025-08-19,146,-81 dBm,Medium,19%,Heavy user load
Hyderabad,T795,2025-04-24,9,-86 dBm,High,15%,Backhaul congestion
Bangalore,T957,2025-07-11,87,-70 dBm,Medium,10%,Power fluctuation
Chennai,T707,2025-11-10,114,-80 dBm,High,6%,Peak hour traffic
Chennai,T180,2025-02-15,87,-95 dBm,Medium,1%,Maintenance activity
Mumbai,T515,2025-05-06,48,-90 dBm,Low,12%,Normal operation
Hyderabad,T267,2025-03-30,84,-101 dBm,Medium,17%,Poor weather
Hyderabad,T145,2025-05-29,88,-89 dBm,Medium,14%,Fiber issue detected
Chennai,T810,2025-04-14,123,-89 dBm,High,5%,Peak hour traffic
Kolkata,T243,2025-03-06,100,-78 dBm,Medium,7%,Poor weather
Delhi,T996,2025-04-17,17,-110 dBm,High,5%,Peak hour traffic
Kolkata,T977,2025-05-07,83,-110 dBm,Medium,8%,Fiber issue detected
Hyderabad,T752,2025-07-08,128,-103 dBm,High,10%,Backhaul congestion
Hyderabad,T632,2025-08-28,94,-92 dBm,Medium,16%,Backhaul congestion
Delhi,T510,2025-06-15,101,-75 dBm,Low,8%,Power fluctuation
Kolkata,T258,2025-06-01,83,-97 dBm,Medium,11%,Normal operation
Chennai,T592,2025-01-28,141,-102 dBm,Medium,15%,Power fluctuation
Kolkata,T229,2025-07-20,88,-72 dBm,High,6%,Heavy user load
Bangalore,T996,2025-07-31,5,-108 dBm,Medium,3%,Backhaul congestion
Kolkata,T123,2025-04-20,58,-77 dBm,Low,17%,Poor weather
Mumbai,T218,2025-05-14,75,-98 dBm,Medium,12%,Fiber issue detected
Hyderabad,T456,2025-01-13,38,-73 dBm,Medium,20%,Maintenance activity
Hyderabad,T707,2025-03-13,39,-102 dBm,Medium,12%,Peak hour traffic
Delhi,T943,2025-03-12,15,-73 dBm,Low,20%,Heavy user load
Bangalore,T596,2025-05-21,126,-104 dBm,Medium,13%,Normal operation
Kolkata,T918,2025-12-24,137,-81 dBm,Low,6%,Peak hour traffic
Hyderabad,T258,2025-09-28,73,-79 dBm,Low,11%,Maintenance activity
Mumbai,T352,2025-10-11,65,-110 dBm,Medium,1%,Power fluctuation
Bangalore,T451,2025-01-14,80,-79 dBm,Medium,2%,Fiber issue detected
Bangalore,T767,2025-08-14,116,-77 dBm,Medium,4%,Heavy user load
Mumbai,T836,2025-03-10,148,-93 dBm,High,19%,Poor weather
Delhi,T897,2025-11-05,47,-91 dBm,Medium,6%,Fiber issue detected
Hyderabad,T339,2025-10-21,138,-93 dBm,Medium,7%,Maintenance activity
Kolkata,T942,2025-08-10,64,-88 dBm,High,20%,Poor weather
Delhi,T703,2025-10-14,90,-71 dBm,Medium,17%,Fiber issue detected
Delhi,T505,2025-06-27,87,-103 dBm,High,3%,Maintenance activity
Kolkata,T102,2025-09-05,5,-86 dBm,High,19%,Poor weather
Mumbai,T326,2025-01-08,101,-80 dBm,High,12%,Backhaul congestion
Delhi,T888,2025-11-16,27,-101 dBm,High,12%,Power fluctuation
Delhi,T187,2025-11-04,86,-88 dBm,Medium,12%,Backhaul congestion
Delhi,T684,2025-10-31,9,-100 dBm,Medium,11%,Fiber issue detected
Chennai,T686,2025-01-06,109,-76 dBm,Low,14%,Poor weather
Delhi,T948,2025-12-04,150,-102 dBm,Low,2%,Backhaul congestion
Chennai,T182,2025-09-12,118,-96 dBm,Medium,3%,Fiber issue detected
Bangalore,T313,2025-11-11,33,-89 dBm,Low,10%,Peak hour traffic
Hyderabad,T407,2025-11-25,142,-77 dBm,Low,12%,Peak hour traffic
Chennai,T848,2025-08-05,30,-70 dBm,High,8%,Normal operation
Chennai,T204,2025-06-12,43,-94 dBm,Medium,3%,Maintenance activity
Bangalore,T315,2025-11-06,106,-70 dBm,High,9%,Backhaul congestion
Mumbai,T881,2025-08-05,25,-98 dBm,Low,15%,Normal operation
Delhi,T474,2025-11-08,37,-77 dBm,Low,20%,Peak hour traffic
Hyderabad,T518,2025-12-14,90,-82 dBm,High,2%,Poor weather
Bangalore,T667,2025-05-02,104,-87 dBm,Low,6%,Power fluctuation
Bangalore,T433,2025-02-16,84,-71 dBm,Medium,3%,Peak hour traffic
Hyderabad,T814,2025-12-11,120,-70 dBm,Medium,11%,Heavy user load
Delhi,T962,2025-02-14,84,-80 dBm,Low,5%,Normal operation
Mumbai,T169,2025-09-22,12,-90 dBm,High,16%,Poor weather
Mumbai,T822,2025-05-24,29,-87 dBm,Medium,14%,Poor weather
Hyderabad,T655,2025-10-03,68,-72 dBm,Medium,4%,Heavy user load
Kolkata,T371,2025-10-29,141,-86 dBm,High,17%,Backhaul congestion
Chennai,T483,2025-10-23,107,-101 dBm,Medium,15%,Power fluctuation
Mumbai,T333,2025-05-16,146,-75 dBm,High,6%,Maintenance activity
Kolkata,T787,2025-06-08,90,-110 dBm,Medium,13%,Peak hour traffic
Chennai,T879,2025-07-17,88,-70 dBm,Medium,2%,Heavy user load
Chennai,T761,2025-03-26,12,-76 dBm,Low,7%,Power fluctuation
Bangalore,T247,2025-01-31,40,-91 dBm,Low,2%,Normal operation
Mumbai,T248,2025-02-08,71,-74 dBm,Medium,10%,Maintenance activity
Hyderabad,T770,2025-08-05,20,-103 dBm,Medium,7%,Peak hour traffic
Delhi,T957,2025-05-17,91,-81 dBm,Medium,6%,Fiber issue detected
Bangalore,T928,2025-08-11,65,-93 dBm,Medium,18%,Fiber issue detected
Kolkata,T673,2025-08-10,141,-92 dBm,High,9%,Poor weather
Hyderabad,T379,2025-03-25,132,-109 dBm,Low,1%,Fiber issue detected
Delhi,T621,2025-01-22,39,-83 dBm,Medium,4%,Maintenance activity
Kolkata,T507,2025-10-17,40,-82 dBm,High,10%,Power fluctuation
Kolkata,T755,2025-06-13,38,-71 dBm,Low,2%,Peak hour traffic
Mumbai,T746,2025-07-04,114,-89 dBm,High,15%,Peak hour traffic
Mumbai,T310,2025-10-22,12,-95 dBm,Medium,15%,Normal operation
Hyderabad,T164,2025-09-16,23,-93 dBm,Medium,9%,Poor weather
Mumbai,T740,2025-02-27,97,-80 dBm,High,8%,Peak hour traffic
Bangalore,T634,2025-07-26,26,-77 dBm,Medium,20%,Maintenance activity
Delhi,T647,2025-08-02,115,-73 dBm,Low,2%,Heavy user load
Delhi,T379,2025-09-29,83,-76 dBm,Medium,4%,Poor weather
Chennai,T544,2025-05-18,35,-74 dBm,Medium,10%,Backhaul congestion
Mumbai,T957,2025-05-01,74,-76 dBm,Medium,7%,Power fluctuation
Bangalore,T671,2025-03-09,104,-89 dBm,High,17%,Peak hour traffic
Hyderabad,T593,2025-10-28,36,-75 dBm,Medium,17%,Normal operation
Hyderabad,T134,2025-02-15,125,-79 dBm,High,1%,Power fluctuation
Hyderabad,T210,2025-12-17,54,-109 dBm,High,18%,Peak hour traffic
Chennai,T743,2025-09-27,148,-92 dBm,Medium,13%,Normal operation
Hyderabad,T791,2025-07-10,96,-70 dBm,Low,2%,Maintenance activity
Mumbai,T738,2025-06-12,96,-72 dBm,High,9%,Maintenance activity
Kolkata,T610,2025-02-18,138,-104 dBm,High,5%,Maintenance activity
Kolkata,T874,2025-04-29,115,-77 dBm,Medium,11%,Normal operation
Kolkata,T775,2025-12-24,31,-72 dBm,High,7%,Backhaul congestion
Mumbai,T585,2025-01-12,59,-95 dBm,Medium,13%,Peak hour traffic
Delhi,T630,2025-06-04,150,-108 dBm,High,12%,Maintenance activity
Kolkata,T592,2025-10-26,24,-92 dBm,Low,16%,Fiber issue detected
Bangalore,T854,2025-01-11,89,-78 dBm,Low,16%,Poor weather
Delhi,T529,2025-05-06,138,-81 dBm,High,19%,Heavy user load
Mumbai,T763,2025-02-04,109,-91 dBm,Medium,18%,Maintenance activity
Chennai,T808,2025-01-08,73,-89 dBm,High,8%,Maintenance activity
Mumbai,T136,2025-01-28,142,-76 dBm,Low,12%,Backhaul congestion
Bangalore,T530,2025-06-28,30,-76 dBm,Medium,12%,Backhaul congestion
Chennai,T649,2025-06-16,37,-100 dBm,Medium,2%,Backhaul congestion
Chennai,T429,2025-02-17,108,-84 dBm,Low,7%,Poor weather
Kolkata,T526,2025-11-20,44,-77 dBm,Medium,12%,Backhaul congestion
Kolkata,T455,2025-01-20,67,-71 dBm,Medium,10%,Peak hour traffic
Hyderabad,T350,2025-04-30,53,-86 dBm,High,16%,Backhaul congestion
Delhi,T447,2025-10-31,120,-86 dBm,High,3%,Poor weather
Delhi,T490,2025-02-02,38,-85 dBm,Medium,2%,Heavy user load
Mumbai,T328,2025-10-07,48,-97 dBm,High,20%,Power fluctuation
Chennai,T167,2025-10-16,133,-108 dBm,High,9%,Heavy user load
Hyderabad,T994,2025-01-21,71,-101 dBm,High,12%,Peak hour traffic
Hyderabad,T404,2025-11-24,18,-95 dBm,Low,10%,Poor weather
Chennai,T128,2025-04-21,61,-106 dBm,Low,19%,Poor weather
Delhi,T184,2025-07-09,52,-92 dBm,Medium,14%,Heavy user load
Kolkata,T838,2025-01-07,117,-101 dBm,Medium,10%,Poor weather
Chennai,T369,2025-06-02,142,-79 dBm,Low,18%,Heavy user load
Kolkata,T706,2025-01-02,25,-97 dBm,High,20%,Power fluctuation
Chennai,T764,2025-02-07,40,-92 dBm,High,10%,Fiber issue detected
Delhi,T897,2025-02-03,103,-91 dBm,High,16%,Normal operation
Delhi,T878,2025-08-20,121,-82 dBm,High,6%,Fiber issue detected
Chennai,T608,2025-06-08,117,-104 dBm,Low,16%,Fiber issue detected
Bangalore,T132,2025-07-05,76,-70 dBm,Low,1%,Maintenance activity
Mumbai,T524,2025-10-27,46,-79 dBm,Low,16%,Power fluctuation
Chennai,T754,2025-02-04,89,-81 dBm,High,19%,Poor weather
Chennai,T865,2025-12-17,13,-103 dBm,Medium,14%,Poor weather
Hyderabad,T689,2025-04-11,108,-91 dBm,Low,19%,Fiber issue detected
Mumbai,T426,2025-12-11,113,-75 dBm,High,17%,Peak hour traffic
Hyderabad,T743,2025-03-01,64,-105 dBm,High,7%,Fiber issue detected
Hyderabad,T255,2025-06-08,75,-73 dBm,High,2%,Backhaul congestion
Chennai,T353,2025-02-04,138,-99 dBm,Medium,18%,Normal operation
Hyderabad,T532,2025-12-27,29,-95 dBm,High,1%,Normal operation
Hyderabad,T421,2025-05-16,106,-93 dBm,Medium,20%,Maintenance activity
Mumbai,T580,2025-10-16,118,-86 dBm,Low,4%,Power fluctuation
Kolkata,T336,2025-01-24,113,-72 dBm,High,16%,Normal operation
Mumbai,T395,2025-09-25,56,-90 dBm,Low,7%,Poor weather
Bangalore,T696,2025-05-17,16,-94 dBm,High,11%,Backhaul congestion
Mumbai,T215,2025-08-07,17,-101 dBm,High,15%,Power fluctuation
Bangalore,T908,2025-05-14,77,-74 dBm,High,8%,Peak hour traffic
Chennai,T122,2025-12-08,135,-103 dBm,Medium,16%,Maintenance activity
Kolkata,T244,2025-01-06,54,-72 dBm,Low,3%,Peak hour traffic
Delhi,T422,2025-02-01,57,-84 dBm,High,10%,Power fluctuation
Kolkata,T482,2025-06-23,131,-83 dBm,High,11%,Maintenance activity
Hyderabad,T298,2025-06-25,124,-100 dBm,Medium,4%,Peak hour traffic
Chennai,T415,2025-01-01,36,-89 dBm,High,15%,Fiber issue detected
Bangalore,T629,2025-08-23,98,-88 dBm,Low,6%,Power fluctuation
Delhi,T883,2025-05-01,18,-82 dBm,Low,2%,Heavy user load
Mumbai,T710,2025-06-30,144,-87 dBm,High,18%,Heavy user load
Mumbai,T873,2025-03-17,135,-86 dBm,High,9%,Normal operation
Bangalore,T687,2025-10-14,38,-85 dBm,Medium,9%,Normal operation
Delhi,T878,2025-03-11,56,-73 dBm,Medium,15%,Peak hour traffic
Mumbai,T603,2025-03-02,99,-107 dBm,High,1%,Backhaul congestion
Hyderabad,T378,2025-12-23,149,-77 dBm,Low,7%,Heavy user load
Hyderabad,T675,2025-06-01,75,-76 dBm,Medium,9%,Maintenance activity
Delhi,T554,2025-03-06,5,-96 dBm,High,19%,Heavy user load
Kolkata,T537,2025-04-29,38,-107 dBm,Low,10%,Power fluctuation
Bangalore,T304,2025-06-14,57,-86 dBm,Low,14%,Backhaul congestion
Bangalore,T494,2025-01-22,106,-100 dBm,High,9%,Backhaul congestion
Chennai,T952,2025-10-15,34,-99 dBm,Low,18%,Maintenance activity
Hyderabad,T702,2025-09-01,143,-109 dBm,Low,13%,Maintenance activity
Mumbai,T837,2025-09-02,50,-86 dBm,Low,8%,Peak hour traffic
Hyderabad,T244,2025-01-31,140,-94 dBm,Low,12%,Fiber issue detected
Delhi,T607,2025-12-08,92,-85 dBm,High,17%,Normal operation
Mumbai,T780,2025-01-05,31,-108 dBm,Low,11%,Poor weather
Delhi,T705,2025-10-28,60,-108 dBm,High,19%,Fiber issue detected
Bangalore,T385,2025-01-26,81,-106 dBm,Low,13%,Backhaul congestion
Bangalore,T194,2025-05-22,58,-74 dBm,High,8%,Power fluctuation
Delhi,T972,2025-01-13,127,-84 dBm,High,3%,Maintenance activity
Chennai,T511,2025-04-24,85,-110 dBm,Medium,11%,Backhaul congestion
Bangalore,T868,2025-04-02,35,-86 dBm,Low,20%,Backhaul congestion
Hyderabad,T801,2025-08-12,107,-110 dBm,Medium,1%,Fiber issue detected
Kolkata,T115,2025-09-21,47,-81 dBm,Low,14%,Heavy user load
Delhi,T256,2025-10-29,69,-94 dBm,Medium,18%,Power fluctuation
Bangalore,T323,2025-08-24,101,-102 dBm,High,6%,Fiber issue detected
Bangalore,T269,2025-07-08,21,-75 dBm,Low,15%,Maintenance activity
Mumbai,T734,2025-11-19,77,-85 dBm,Medium,12%,Normal operation
Kolkata,T844,2025-07-07,5,-98 dBm,High,20%,Heavy user load
Delhi,T236,2025-11-21,125,-109 dBm,Low,5%,Poor weather
Delhi,T374,2025-03-02,22,-104 dBm,High,9%,Normal operation
Mumbai,T648,2025-02-18,72,-99 dBm,High,14%,Power fluctuation
Chennai,T421,2025-06-02,59,-71 dBm,Low,6%,Backhaul congestion
Mumbai,T602,2025-02-25,66,-99 dBm,High,3%,Fiber issue detected
Mumbai,T132,2025-07-13,50,-70 dBm,Low,12%,Poor weather
Delhi,T419,2025-11-18,93,-110 dBm,Medium,13%,Poor weather
Chennai,T301,2025-09-02,7,-73 dBm,High,19%,Peak hour traffic
Hyderabad,T107,2025-04-21,60,-110 dBm,Low,4%,Power fluctuation
Kolkata,T409,2025-11-01,27,-96 dBm,Medium,7%,Fiber issue detected
Kolkata,T260,2025-09-02,34,-75 dBm,Medium,8%,Heavy user load
Bangalore,T950,2025-01-13,115,-89 dBm,High,7%,Normal operation
Delhi,T508,2025-07-06,61,-74 dBm,Low,4%,Fiber issue detected
Delhi,T143,2025-12-09,6,-88 dBm,High,14%,Fiber issue detected
Hyderabad,T699,2025-03-31,27,-109 dBm,Medium,14%,Heavy user load
Hyderabad,T346,2025-01-04,127,-75 dBm,Medium,17%,Poor weather
Kolkata,T394,2025-03-27,35,-88 dBm,Medium,10%,Power fluctuation
Delhi,T864,2025-01-16,40,-74 dBm,Low,4%,Poor weather
Hyderabad,T650,2025-06-19,112,-86 dBm,Medium,13%,Poor weather
Mumbai,T244,2025-09-14,121,-89 dBm,Medium,6%,Heavy user load
Hyderabad,T972,2025-09-25,10,-107 dBm,Low,5%,Normal operation
Chennai,T117,2025-08-04,118,-88 dBm,High,1%,Fiber issue detected
Mumbai,T504,2025-03-04,93,-83 dBm,Medium,14%,Poor weather
Delhi,T503,2025-02-09,72,-105 dBm,Medium,6%,Normal operation
Kolkata,T275,2025-01-11,91,-92 dBm,Low,4%,Backhaul congestion
Bangalore,T486,2025-09-14,149,-77 dBm,High,10%,Poor weather
Kolkata,T412,2025-07-14,34,-70 dBm,High,16%,Poor weather
Chennai,T882,2025-06-08,19,-95 dBm,Medium,17%,Poor weather
Chennai,T499,2025-07-21,73,-91 dBm,Medium,5%,Heavy user load
Mumbai,T409,2025-07-20,19,-90 dBm,Medium,2%,Normal operation
Bangalore,T825,2025-11-15,69,-72 dBm,High,12%,Backhaul congestion
Chennai,T759,2025-12-02,16,-100 dBm,Low,20%,Peak hour traffic
Hyderabad,T341,2025-06-06,119,-104 dBm,Low,1%,Maintenance activity
