Region,Tower_ID,Date,Call_Drops,Signal_Strength,Congestion_Level,Handoff_Failure,Notes
Kanpur,T0799,2023-09-22,1,-84,Low,0,Stable network
Bengaluru,T1064,2025-01-19,34,-98,High,11,Backhaul issue
Surat,T0749,2025-10-06,10,-78,Medium,2,Stable network
Thane,T0002,2023-04-04,5,-63,Medium,1,Low traffic
Jammu,T0227,2023-04-17,22,-80,High,7,Weather impact
Pune,T1199,2023-05-05,5,-106,Low,2,Stable network
Chandigarh,T0816,2024-11-15,14,-93,Medium,3,Moderate congestion
Madurai,T1199,2023-01-31,18,-87,High,3,Weather impact
Pimpri-Chinchwad,T1010,2024-08-02,12,-94,Medium,1,Temporary interference
Belgaum,T1380,2023-10-08,28,-65,High,14,Peak hour congestion
Saharanpur,T0952,2024-09-26,0,-87,Low,0,Normal operation
Pimpri-Chinchwad,T0381,2025-10-30,3,-84,Low,1,Normal operation
Patna,T0801,2024-05-24,8,-94,Low,1,Low traffic
Saharanpur,T1402,2023-10-17,14,-99,Medium,5,Moderate congestion
Durgapur,T1350,2025-01-06,9,-74,Medium,0,Normal operation
Vadodara,T0249,2025-12-04,9,-69,Medium,0,Low traffic
Rajkot,T0800,2023-07-03,4,-71,Medium,0,Routine monitoring
Patna,T1014,2023-11-26,14,-89,Medium,3,Weather impact
Jaipur,T1012,2025-02-27,0,-76,Low,0,Routine monitoring
Chandigarh,T0882,2023-04-13,5,-82,Low,0,Low traffic
Bikaner,T0195,2023-05-05,8,-75,Low,3,Low traffic
Salem,T0242,2025-07-23,22,-60,High,9,Weather impact
Nagpur,T0416,2025-10-31,2,-101,Low,0,Low traffic
Mysuru,T0339,2023-01-29,26,-76,High,7,Network optimization required
Jhansi,T0494,2024-08-31,25,-89,High,6,Weather impact
Gwalior,T0953,2025-03-23,5,-68,Low,1,Low traffic
Guwahati,T1113,2025-12-28,24,-87,High,9,Moderate congestion
Belgaum,T1195,2023-01-18,4,-74,Low,1,Low traffic
Solapur,T0239,2025-09-23,6,-112,Low,2,Low traffic
Ahmedabad,T0074,2023-09-03,6,-93,Low,1,Stable network
Noida,T0245,2024-02-05,11,-110,Low,2,Temporary interference
Jodhpur,T1277,2024-01-30,3,-65,Low,0,Low traffic
Bareilly,T0563,2023-03-21,8,-105,Low,1,Low traffic
Ghaziabad,T0239,2024-12-11,9,-103,Medium,0,Low traffic
Gurugram,T0778,2024-09-13,17,-112,Medium,3,Handoff instability
Udaipur,T1457,2024-12-19,12,-76,Medium,3,Temporary interference
Gorakhpur,T0708,2025-08-12,8,-60,Medium,1,Stable network
Guntur,T1354,2024-11-21,21,-83,High,5,Moderate congestion
Nellore,T0331,2024-09-28,6,-91,Low,1,Routine monitoring
Jabalpur,T0166,2023-06-05,14,-94,Medium,3,Weather impact
Gwalior,T0607,2024-09-02,4,-89,Low,2,Stable network
Vijayawada,T0979,2023-05-05,24,-84,High,8,Temporary interference
Belgaum,T0486,2025-11-09,3,-61,Medium,0,Normal operation
Mumbai,T1394,2023-11-09,0,-91,Low,0,Low traffic
Guntur,T0491,2023-07-15,8,-69,Low,3,Stable network
Gurugram,T0697,2025-02-21,4,-83,Low,1,Normal operation
Kota,T0409,2025-12-10,4,-103,Low,1,Stable network
Kanpur,T0056,2025-05-17,2,-62,Low,2,Stable network
Noida,T1419,2023-06-08,9,-113,Medium,0,Low traffic
Gurugram,T1257,2024-04-13,25,-64,High,10,Temporary interference
Dhanbad,T0203,2025-01-21,4,-69,Low,5,Normal operation
Amritsar,T0768,2024-04-15,9,-90,Medium,2,Stable network
Salem,T0576,2023-06-04,15,-95,High,2,Handoff instability
Cuttack,T1122,2025-03-20,1,-82,Low,0,Stable network
Faridabad,T1250,2024-03-16,6,-75,Low,2,Stable network
Tiruchirappalli,T1039,2024-10-11,4,-72,Medium,1,Normal operation
Guwahati,T1498,2024-01-30,8,-104,Low,0,Routine monitoring
Ujjain,T0436,2025-01-31,15,-95,Medium,4,Moderate congestion
Loni,T0869,2025-03-17,6,-68,Low,2,Low traffic
Prayagraj,T0768,2023-09-13,14,-80,Medium,3,Moderate congestion
Madurai,T0185,2025-07-13,4,-77,Low,0,Routine monitoring
Bhavnagar,T1208,2025-01-27,20,-71,High,4,Handoff instability
Loni,T0192,2025-06-15,14,-104,Medium,1,Handoff instability
Warangal,T0295,2025-09-11,20,-60,High,6,Temporary interference
Kota,T0843,2023-08-01,12,-71,Medium,5,Weather impact
Kolhapur,T1334,2025-09-16,3,-76,Low,2,Normal operation
Ujjain,T1400,2024-07-08,2,-66,Low,0,Low traffic
Coimbatore,T0268,2023-12-29,11,-98,Low,3,Handoff instability
Gorakhpur,T0233,2024-07-21,3,-67,Low,1,Routine monitoring
Bareilly,T0966,2024-06-01,4,-68,Low,0,Routine monitoring
Raipur,T0473,2023-01-01,11,-108,Medium,0,Handoff instability
Salem,T0470,2023-10-28,0,-72,Low,0,Stable network
Pimpri-Chinchwad,T0059,2023-06-22,1,-62,Low,0,Routine monitoring
Dehradun,T1340,2025-03-12,27,-90,High,9,Network optimization required
Asansol,T1398,2024-04-13,8,-82,Medium,0,Low traffic
Sangli,T1257,2024-07-27,16,-75,Medium,5,Weather impact
Mangalore,T1488,2024-11-18,2,-89,Low,0,Routine monitoring
Bhiwandi,T0255,2025-08-03,25,-108,High,6,Temporary interference
Surat,T1141,2025-08-03,6,-60,Low,4,Normal operation
Pune,T1309,2025-09-24,7,-114,Low,1,Routine monitoring
Kolhapur,T1473,2023-11-17,3,-91,Low,0,Normal operation
Thane,T1162,2024-10-30,11,-95,Medium,1,Weather impact
Loni,T1275,2024-09-04,8,-76,Low,3,Low traffic
Siliguri,T1070,2024-01-29,1,-72,Low,1,Routine monitoring
Gorakhpur,T0621,2024-04-21,5,-67,Low,1,Normal operation
Belgaum,T1285,2024-09-21,11,-109,Low,3,Weather impact
Bhilai,T0473,2025-06-23,14,-106,Medium,1,Weather impact
Lucknow,T0036,2025-02-15,26,-103,High,9,Weak signal area
Guwahati,T0910,2025-12-09,22,-62,High,9,Handoff instability
Jhansi,T1416,2023-06-15,26,-68,High,8,Backhaul issue
Mysuru,T1313,2025-09-30,17,-94,Medium,4,Temporary interference
Vasai-Virar,T0696,2024-04-20,4,-77,Low,0,Stable network
Meerut,T1074,2023-08-30,3,-66,Low,0,Low traffic
Vasai-Virar,T0540,2025-09-21,22,-70,High,6,Weather impact
Madurai,T0813,2024-01-07,11,-84,Low,4,Weather impact
Varanasi,T1062,2024-05-30,0,-62,Low,2,Low traffic
Jamnagar,T0237,2023-10-26,17,-63,High,5,Temporary interference
Aligarh,T0868,2023-01-01,8,-102,Low,5,Stable network
Thane,T1137,2023-11-23,10,-114,Low,3,Stable network
Jodhpur,T0817,2023-11-29,14,-88,Medium,4,Weather impact
Mangalore,T1005,2024-08-06,3,-75,Low,0,Normal operation
Navi Mumbai,T1262,2025-10-03,12,-114,Medium,3,Moderate congestion
Bikaner,T0180,2024-09-12,25,-99,High,7,Moderate congestion
Ajmer,T0214,2025-06-12,0,-61,Low,0,Stable network
Warangal,T1053,2025-03-19,6,-108,Low,0,Stable network
Bhiwandi,T1216,2023-10-05,4,-75,Medium,0,Normal operation
Chandigarh,T0074,2024-08-13,3,-97,Low,1,Low traffic
Madurai,T0212,2025-03-22,20,-65,High,6,Temporary interference
Coimbatore,T0635,2025-07-18,27,-85,High,8,Backhaul issue
Mysuru,T0897,2023-10-24,1,-87,Low,1,Normal operation
Guwahati,T0573,2023-11-16,14,-114,Medium,3,Moderate congestion
Ghaziabad,T0330,2023-09-21,9,-92,Medium,3,Normal operation
Indore,T0571,2023-02-11,6,-99,Low,0,Low traffic
Warangal,T1090,2024-10-09,15,-108,Medium,2,Temporary interference
Jalandhar,T1232,2024-07-07,21,-86,High,7,Moderate congestion
Aurangabad,T1331,2024-03-06,0,-60,Low,2,Normal operation
Ranchi,T1280,2023-08-22,33,-90,High,11,Weak signal area
Warangal,T0321,2024-11-03,18,-96,Medium,5,Moderate congestion
Kolkata,T1401,2023-06-13,0,-70,Low,1,Stable network
Amravati,T0303,2025-01-02,7,-92,Low,2,Normal operation
Patna,T1108,2023-12-22,25,-105,High,4,Handoff instability
Guntur,T0788,2023-11-29,7,-94,Low,2,Stable network
Sangli,T0172,2025-11-23,24,-99,High,8,Moderate congestion
Belgaum,T0271,2024-02-15,19,-73,High,5,Handoff instability
Ulhasnagar,T0076,2025-02-12,26,-66,High,8,Backhaul issue
Kalyan-Dombivli,T1292,2024-09-03,10,-109,Low,2,Normal operation
Kalyan-Dombivli,T1393,2024-10-11,6,-95,Low,0,Normal operation
Meerut,T1042,2025-09-27,25,-112,High,3,Moderate congestion
Pune,T0902,2023-11-28,11,-70,Medium,3,Handoff instability
Jamnagar,T0722,2024-11-25,4,-92,Low,3,Low traffic
Gaya,T0078,2023-09-12,3,-63,Low,1,Routine monitoring
Varanasi,T0537,2024-08-12,22,-102,High,5,Temporary interference
Vasai-Virar,T0694,2025-11-18,12,-64,Medium,5,Weather impact
Jabalpur,T1080,2023-07-04,6,-92,Low,2,Normal operation
Jodhpur,T0949,2025-05-08,21,-79,High,7,Weather impact
Bhubaneswar,T0704,2023-11-19,0,-63,Low,1,Low traffic
Asansol,T0653,2023-04-04,1,-83,Low,1,Routine monitoring
Ajmer,T0983,2023-08-15,9,-100,Medium,0,Stable network
Faridabad,T1360,2023-03-07,1,-89,Low,0,Routine monitoring
Salem,T0563,2024-02-09,7,-67,Medium,2,Routine monitoring
Guntur,T0243,2024-12-13,3,-67,Low,2,Low traffic
Firozabad,T1252,2024-07-26,4,-64,Medium,1,Normal operation
Pune,T0799,2025-07-26,7,-93,Low,2,Low traffic
Noida,T0981,2024-08-19,6,-115,Low,0,Low traffic
Sangli,T0191,2023-06-04,10,-78,Medium,0,Low traffic
Rajkot,T0453,2023-05-25,24,-81,High,10,Moderate congestion
Bhavnagar,T1355,2024-04-29,14,-112,Medium,0,Temporary interference
Mangalore,T0503,2025-07-04,12,-99,Low,4,Moderate congestion
Bhavnagar,T1086,2023-07-08,0,-64,Low,0,Low traffic
Guwahati,T0500,2025-09-30,11,-107,Medium,1,Handoff instability
Guwahati,T0869,2024-11-19,24,-64,High,7,Weather impact
Nashik,T0601,2023-05-08,7,-111,Low,2,Stable network
Guntur,T1371,2024-10-08,0,-77,Low,0,Low traffic
Nagpur,T0216,2023-08-29,5,-90,Low,1,Routine monitoring
Malegaon,T0808,2023-07-01,7,-71,Low,4,Stable network
Bareilly,T0694,2023-12-25,12,-111,Medium,1,Temporary interference
Durgapur,T0497,2024-04-13,1,-63,Low,2,Routine monitoring
Jamnagar,T0269,2023-09-21,7,-96,Low,0,Low traffic
Jalandhar,T0273,2025-08-20,0,-73,Low,0,Stable network
Gaya,T1134,2023-08-28,7,-103,Low,2,Stable network
Firozabad,T1059,2025-05-19,11,-82,Medium,4,Temporary interference
Jalgaon,T1473,2025-05-18,10,-91,Low,3,Normal operation
Tiruppur,T1466,2025-12-09,4,-72,Medium,0,Low traffic
Bareilly,T0144,2024-10-13,14,-102,Medium,2,Temporary interference
Solapur,T1339,2024-06-29,6,-113,Low,2,Routine monitoring
Loni,T1318,2025-05-31,5,-83,Low,1,Normal operation
Siliguri,T1120,2024-05-24,14,-77,Medium,3,Weather impact
Belgaum,T1407,2025-09-14,7,-82,Medium,2,Low traffic
Jamshedpur,T0668,2025-02-14,12,-93,Medium,0,Weather impact
Bengaluru,T0110,2023-07-30,2,-67,Low,0,Stable network
Patna,T0173,2024-06-27,23,-85,High,9,Moderate congestion
Cuttack,T0973,2025-12-21,2,-90,Low,0,Low traffic
Rourkela,T1176,2023-06-01,21,-103,High,4,Moderate congestion
Tiruchirappalli,T0605,2024-10-18,14,-87,Medium,3,Moderate congestion
Kochi,T0298,2025-07-03,3,-112,Low,0,Routine monitoring
Faridabad,T1072,2025-06-26,16,-75,High,2,Moderate congestion
Ranchi,T0382,2025-11-11,24,-73,High,6,Weather impact
Jamnagar,T0574,2024-05-06,5,-111,Low,0,Low traffic
Meerut,T1009,2023-09-29,6,-84,Low,3,Normal operation
Mangalore,T1383,2024-05-31,12,-64,Medium,3,Weather impact
Bhubaneswar,T1175,2024-03-06,4,-69,Low,1,Normal operation
Pimpri-Chinchwad,T0404,2025-02-12,14,-98,Medium,1,Temporary interference
Jabalpur,T0511,2024-01-12,26,-68,High,8,Fiber outage
Asansol,T1399,2023-03-29,2,-81,Low,2,Routine monitoring
Patna,T0475,2025-07-18,19,-114,Medium,4,Moderate congestion
Kalyan-Dombivli,T0935,2024-06-27,9,-106,Low,2,Low traffic
Aligarh,T0018,2024-06-28,25,-114,High,6,Moderate congestion
Howrah,T0466,2023-11-22,1,-70,Low,1,Stable network
Salem,T1457,2024-02-21,27,-66,High,9,Fiber outage
Bhubaneswar,T1073,2025-01-13,15,-79,Medium,4,Moderate congestion
Madurai,T1164,2025-04-01,31,-108,High,11,Backhaul issue
Gurugram,T1012,2024-05-03,6,-76,Medium,0,Stable network
Mangalore,T1283,2025-11-09,7,-83,Low,1,Stable network
Bhavnagar,T0944,2024-07-28,1,-76,Low,0,Routine monitoring
Hyderabad,T0745,2023-02-23,11,-105,Low,2,Weather impact
Amritsar,T0828,2025-08-26,9,-72,Low,5,Low traffic
Jodhpur,T0297,2024-07-20,10,-101,Low,3,Routine monitoring
Solapur,T1393,2023-12-16,6,-74,Low,4,Low traffic
Tirunelveli,T1448,2025-12-24,21,-84,High,6,Weather impact
Prayagraj,T0794,2025-03-28,9,-76,Medium,0,Low traffic
Chandigarh,T0776,2025-09-12,28,-90,High,9,Network optimization required
Guwahati,T0461,2025-12-13,5,-60,Low,2,Routine monitoring
Jhansi,T0154,2025-06-10,13,-101,Low,4,Handoff instability
Bareilly,T1029,2023-11-03,7,-97,Medium,0,Normal operation
Jaipur,T1411,2024-01-04,22,-85,High,4,Temporary interference
Malegaon,T0572,2025-01-01,19,-72,High,6,Handoff instability
Ludhiana,T0582,2025-03-14,9,-96,Low,2,Low traffic
Gaya,T0456,2025-05-22,3,-97,Low,1,Stable network
Tiruchirappalli,T0728,2023-11-10,6,-85,Low,1,Stable network
Dehradun,T1211,2023-02-12,12,-109,Medium,0,Handoff instability
Madurai,T1430,2023-11-03,9,-106,Low,2,Normal operation
Amritsar,T1151,2024-06-07,4,-91,Low,1,Routine monitoring
Jamnagar,T0511,2023-04-03,5,-67,Low,2,Routine monitoring
Mumbai,T1427,2023-05-08,21,-77,High,6,Temporary interference
Ambattur,T1468,2023-02-18,5,-103,Low,2,Normal operation
Akola,T0586,2023-02-02,3,-69,Low,2,Low traffic
Cuttack,T0302,2024-10-20,10,-79,Medium,0,Stable network
Gulbarga,T0457,2025-08-23,4,-77,Low,4,Normal operation
Malegaon,T0600,2025-06-12,8,-69,Low,3,Low traffic
Gaya,T0302,2023-07-24,24,-63,High,7,Moderate congestion
Nanded,T0711,2024-05-09,6,-87,Low,5,Stable network
Erode,T0321,2023-04-13,9,-75,Medium,0,Stable network
Jamnagar,T1067,2023-03-16,9,-86,Medium,2,Normal operation
Ulhasnagar,T0011,2024-01-15,7,-106,Medium,0,Stable network
Tiruchirappalli,T0174,2024-05-28,28,-96,High,7,Network optimization required
Gurugram,T0783,2024-06-10,23,-83,High,4,Moderate congestion
Jamshedpur,T0388,2024-04-09,9,-78,Low,3,Normal operation
Prayagraj,T1285,2024-02-03,5,-61,Low,5,Normal operation
Srinagar,T0075,2025-01-03,7,-76,Medium,3,Normal operation
Pimpri-Chinchwad,T1112,2024-01-11,4,-82,Low,4,Low traffic
Prayagraj,T0628,2023-10-26,11,-111,Medium,1,Handoff instability
Patna,T0434,2024-12-09,18,-106,Medium,5,Moderate congestion
Kochi,T1176,2023-11-14,7,-85,Medium,0,Stable network
Guwahati,T0525,2025-11-05,10,-63,Medium,3,Low traffic
Asansol,T0826,2023-03-31,13,-102,Medium,1,Weather impact
Srinagar,T0568,2023-08-10,5,-94,Low,0,Low traffic
Kochi,T0069,2024-02-09,3,-69,Medium,0,Stable network
Hubli-Dharwad,T0357,2023-03-12,33,-103,High,12,Fiber outage
Warangal,T0994,2023-01-21,8,-92,Medium,2,Stable network
Erode,T1292,2024-11-25,5,-85,Low,0,Stable network
Mangalore,T1042,2024-09-22,12,-106,Medium,1,Temporary interference
Navi Mumbai,T0457,2024-11-03,8,-105,Medium,1,Stable network
Salem,T0408,2024-12-25,9,-107,Low,3,Routine monitoring
Kota,T0287,2024-12-12,12,-110,Low,3,Weather impact
Amritsar,T1400,2025-07-31,10,-103,Medium,2,Stable network
Lucknow,T1439,2023-09-26,6,-71,Medium,0,Routine monitoring
Dhanbad,T0184,2024-09-23,6,-85,Low,0,Low traffic
Mumbai,T0757,2024-06-23,0,-62,Low,0,Normal operation
Tirunelveli,T0589,2024-05-27,26,-70,High,8,Network optimization required
Kota,T0877,2025-06-01,14,-97,Medium,3,Weather impact
Kochi,T1042,2023-03-26,5,-68,Medium,1,Routine monitoring
Gulbarga,T0714,2024-08-25,30,-90,High,10,Fiber outage
Jhansi,T1156,2025-03-07,10,-108,Medium,2,Normal operation
Raipur,T0313,2024-05-11,10,-103,Medium,0,Stable network
Nashik,T0380,2023-05-22,2,-80,Low,2,Normal operation
Prayagraj,T0433,2023-06-24,7,-108,Low,2,Routine monitoring
Mumbai,T0012,2024-11-05,4,-77,Low,2,Routine monitoring
Ghaziabad,T1183,2023-03-23,4,-90,Low,0,Stable network
Indore,T0419,2023-03-24,8,-107,Low,2,Normal operation
Jodhpur,T0167,2025-08-04,12,-111,Medium,0,Temporary interference
Chennai,T0322,2024-11-20,11,-91,Medium,2,Weather impact
Vasai-Virar,T0196,2023-05-01,5,-95,Low,1,Stable network
Gwalior,T0603,2023-06-07,22,-88,High,6,Moderate congestion
Mumbai,T0170,2025-11-18,1,-67,Low,2,Stable network
Ambattur,T0935,2025-01-08,5,-86,Low,2,Normal operation
Jaipur,T0915,2023-07-12,10,-98,Low,2,Stable network
Nellore,T0992,2024-06-19,2,-107,Low,0,Routine monitoring
Mysuru,T0637,2025-10-02,4,-97,Low,0,Normal operation
Akola,T1495,2025-05-19,3,-60,Low,0,Low traffic
Madurai,T0425,2023-05-08,5,-115,Low,1,Normal operation
Chennai,T0785,2024-06-06,7,-100,Low,0,Normal operation
Prayagraj,T0328,2024-11-01,11,-105,Low,2,Weather impact
Belgaum,T0254,2024-03-10,5,-109,Low,0,Stable network
Madurai,T0754,2025-07-15,8,-96,Low,5,Stable network
Rajkot,T0593,2023-01-27,18,-84,High,5,Temporary interference
Indore,T0952,2025-06-19,1,-99,Low,0,Stable network
Bhiwandi,T0919,2024-02-01,13,-100,Low,6,Weather impact
Hyderabad,T0732,2025-03-18,5,-100,Low,1,Routine monitoring
Varanasi,T0999,2024-03-22,6,-88,Low,2,Stable network
Asansol,T0981,2025-05-05,10,-80,Low,4,Routine monitoring
Navi Mumbai,T1144,2024-07-17,10,-105,Low,3,Normal operation
Dhanbad,T0781,2025-12-05,5,-108,Low,1,Routine monitoring
Ghaziabad,T1152,2025-06-03,6,-81,Low,5,Low traffic
Solapur,T1406,2023-09-13,38,-110,High,13,Peak hour congestion
Jodhpur,T0946,2024-11-04,10,-71,Medium,4,Routine monitoring
Rajkot,T0758,2025-09-06,6,-83,Medium,1,Low traffic
Coimbatore,T0825,2025-05-29,6,-106,Low,0,Low traffic
Akola,T0779,2024-10-30,10,-61,Medium,3,Routine monitoring
Surat,T1132,2025-03-24,6,-91,Low,2,Stable network
Solapur,T1176,2025-06-16,14,-105,Medium,3,Handoff instability
Jaipur,T0689,2024-05-14,10,-64,Medium,3,Stable network
Jammu,T1490,2023-06-26,18,-113,Medium,5,Moderate congestion
Jaipur,T1005,2025-08-12,2,-82,Low,2,Low traffic
Visakhapatnam,T0342,2025-12-24,2,-67,Low,3,Normal operation
Chennai,T0857,2023-11-03,22,-110,High,3,Moderate congestion
Warangal,T1399,2023-05-04,1,-67,Low,0,Routine monitoring
Visakhapatnam,T0247,2024-06-12,1,-72,Low,1,Routine monitoring
Mangalore,T0123,2023-02-28,8,-82,Low,5,Normal operation
Hyderabad,T1437,2025-10-09,3,-72,Low,1,Low traffic
Gorakhpur,T0316,2025-08-16,6,-109,Low,0,Normal operation
Madurai,T0263,2025-06-01,27,-85,High,8,Peak hour congestion
Bhavnagar,T1058,2024-03-23,23,-114,High,5,Handoff instability
Erode,T0622,2023-04-20,3,-73,Low,0,Low traffic
Visakhapatnam,T0514,2025-12-25,9,-104,Low,3,Stable network
Tiruchirappalli,T0391,2025-12-14,6,-83,Medium,1,Low traffic
Ghaziabad,T1347,2024-07-17,0,-81,Low,0,Stable network
Jammu,T0557,2024-02-12,4,-85,Low,2,Normal operation
Coimbatore,T1385,2024-02-04,16,-68,Medium,6,Moderate congestion
Coimbatore,T0687,2025-08-24,7,-109,Low,2,Routine monitoring
Thane,T1084,2023-04-18,17,-88,High,4,Temporary interference
Gorakhpur,T0986,2023-04-17,8,-83,Medium,1,Stable network
Ghaziabad,T0644,2025-12-24,9,-105,Medium,0,Normal operation
Warangal,T1091,2025-10-17,11,-83,Medium,5,Weather impact
Loni,T1267,2023-02-20,6,-98,Low,2,Stable network
Kota,T1488,2024-08-01,11,-88,Medium,2,Weather impact
Tirunelveli,T0851,2024-02-03,3,-63,Low,1,Stable network
Guntur,T0443,2023-09-16,6,-85,Low,2,Stable network
Kolhapur,T1184,2023-10-22,9,-110,Medium,0,Low traffic
Gaya,T0480,2023-03-17,15,-83,Medium,4,Moderate congestion
Firozabad,T0174,2025-08-17,3,-111,Low,0,Low traffic
Visakhapatnam,T1470,2025-10-20,5,-66,Medium,0,Stable network
Jalgaon,T0896,2023-01-05,4,-98,Low,0,Normal operation
Amravati,T0516,2023-08-09,21,-82,High,6,Weather impact
Gwalior,T0383,2025-01-14,7,-102,Low,1,Low traffic
Coimbatore,T0378,2024-06-10,7,-98,Low,2,Low traffic
Nagpur,T1167,2024-09-22,8,-95,Medium,1,Stable network
Chennai,T0404,2025-08-17,10,-76,Medium,0,Routine monitoring
Kalyan-Dombivli,T1356,2024-04-03,3,-91,Low,0,Low traffic
Kolkata,T0743,2023-03-23,0,-62,Low,0,Routine monitoring
Ulhasnagar,T0131,2023-10-24,9,-99,Medium,0,Normal operation
Raipur,T1226,2023-03-03,14,-114,Medium,3,Temporary interference
Kalyan-Dombivli,T0211,2023-10-16,7,-94,Medium,1,Low traffic
Warangal,T0891,2025-11-27,11,-95,Low,3,Moderate congestion
Kolkata,T0099,2025-08-31,2,-95,Low,1,Routine monitoring
Lucknow,T1063,2025-01-16,9,-75,Medium,4,Low traffic
Vasai-Virar,T0377,2023-02-16,15,-107,Medium,2,Handoff instability
Gaya,T1200,2025-07-28,6,-104,Low,1,Routine monitoring
Mumbai,T1316,2023-12-13,5,-84,Low,1,Routine monitoring
Bhopal,T0494,2023-07-04,10,-103,Medium,0,Stable network
Dhanbad,T0482,2023-08-07,14,-66,High,3,Handoff instability
Amritsar,T0919,2024-10-09,17,-95,Medium,6,Moderate congestion
Bhilai,T0588,2025-12-10,24,-69,High,7,Weather impact
Bareilly,T0870,2024-03-24,9,-75,Low,6,Low traffic
Amritsar,T1370,2025-07-10,4,-76,Low,2,Normal operation
Gulbarga,T0226,2025-09-11,9,-105,Low,2,Routine monitoring
Meerut,T1274,2023-10-06,9,-113,Medium,0,Stable network
Jodhpur,T0676,2025-05-01,6,-78,Medium,2,Low traffic
Guntur,T0339,2024-05-09,25,-89,High,7,Temporary interference
Bareilly,T0604,2025-08-06,5,-82,Low,0,Stable network
Udaipur,T1274,2023-03-18,23,-101,High,6,Temporary interference
Mysuru,T0656,2023-06-05,3,-88,Low,0,Stable network
Firozabad,T1244,2024-05-12,2,-80,Low,0,Normal operation
Jamnagar,T0985,2025-06-19,10,-101,Low,2,Stable network
Patna,T0718,2023-10-31,9,-64,Medium,1,Low traffic
Nellore,T0423,2024-02-15,3,-81,Low,2,Stable network
Aligarh,T1162,2023-08-22,13,-106,Medium,0,Moderate congestion
Visakhapatnam,T0393,2024-11-20,13,-92,Medium,5,Weather impact
Jamnagar,T0869,2025-09-02,4,-75,Low,1,Normal operation
Amravati,T0667,2024-06-09,16,-79,High,4,Temporary interference
Sangli,T0335,2023-02-12,8,-110,Low,0,Low traffic
Hyderabad,T0498,2023-03-02,14,-114,Low,4,Temporary interference
Madurai,T1183,2024-05-31,10,-84,Medium,1,Routine monitoring
Kolhapur,T0315,2025-11-15,14,-104,Low,6,Temporary interference
Firozabad,T0563,2023-02-11,3,-65,Low,2,Routine monitoring
Ahmedabad,T0322,2024-01-14,6,-99,Low,1,Stable network
Nanded,T0444,2025-08-25,0,-65,Low,0,Routine monitoring
Jamshedpur,T1009,2025-03-08,8,-107,Low,2,Stable network
Solapur,T1316,2024-09-18,15,-115,Medium,2,Handoff instability
Kochi,T0518,2025-09-05,0,-77,Low,1,Normal operation
Udaipur,T0588,2024-01-14,13,-115,Medium,1,Weather impact
Ujjain,T0917,2025-04-17,5,-108,Low,0,Routine monitoring
Coimbatore,T0929,2023-04-26,7,-80,Low,2,Stable network
Jaipur,T0522,2025-03-07,8,-63,Medium,0,Routine monitoring
Ghaziabad,T0601,2024-08-16,26,-110,High,6,Backhaul issue
Hubli-Dharwad,T1039,2023-08-28,3,-72,Low,3,Routine monitoring
Tiruchirappalli,T0260,2024-01-12,10,-91,Medium,2,Routine monitoring
Ajmer,T0829,2025-02-07,11,-105,Medium,2,Moderate congestion
Raipur,T0369,2024-08-08,23,-104,High,7,Temporary interference
Salem,T1426,2023-07-18,19,-61,High,6,Moderate congestion
Surat,T0887,2024-06-17,3,-104,Low,0,Routine monitoring
Bareilly,T0499,2024-06-11,10,-84,Low,4,Routine monitoring
Aligarh,T0245,2025-08-30,6,-105,Low,0,Normal operation
Ghaziabad,T1218,2023-02-12,27,-86,High,10,Backhaul issue
Chennai,T1124,2024-05-17,18,-91,Medium,7,Handoff instability
